,Ax,Ay,Az,Sensor Index
8658,5,0,-15,2
8659,10,-32,12,3
8660,-13,2,-4,0
8661,12,-3,-32,1
8662,-6,0,20,2
8663,10,-20,-11,3
8664,-1,2,-4,0
8665,0,-3,39,1
8666,-18,11,20,2
8667,-1,3,0,3
8668,-13,-9,-28,0
8669,-23,-3,-8,1
8670,-6,-24,-3,2
8671,10,3,-11,3
8672,10,2,-4,0
8673,12,8,-8,1
8674,5,0,20,2
8675,10,-20,0,3
8676,-1,2,-4,0
8677,0,-15,-20,1
8678,-6,0,8,2
8679,-13,3,12,3
8680,-37,2,-4,0
8681,0,8,3,1
8682,5,-12,8,2
8683,22,15,0,3
8684,-1,2,19,0
8685,-179,-15,27,1
8686,5,11,32,2
8687,-13,27,0,3
8688,-25,2,-4,0
8689,-23,-3,27,1
8690,-6,-12,-15,2
8691,10,-20,12,3
8692,-1,2,-4,0
8693,-35,20,15,1
8694,5,-24,8,2
8695,-25,39,192,3
8696,-1,-21,-4,0
8697,0,8,-8,1
8698,-6,-12,-3,2
8699,22,-20,0,3
8700,-1,-9,-4,0
8701,12,8,-8,1
8702,17,-12,-3,2
8703,-25,3,-11,3
8704,10,14,-4,0
8705,0,8,-20,1
8706,5,-12,-3,2
8707,-13,-8,24,3
8708,-25,26,-124,0
8709,-59,-63,3,1
8710,-66,23,44,2
8711,82,87,120,3
8712,-169,98,43,0
8713,12,-39,63,1
8714,-6,-180,-27,2
8715,-1,-20,-131,3
8716,22,-21,-16,0
8717,12,-3,-20,1
8718,5,-12,8,2
8719,-61,-32,12,3
8720,-13,14,-40,0
8721,12,-3,3,1
8722,5,-12,-3,2
8723,-1,-8,-131,3
8724,10,62,7,0
8725,-11,152,15,1
8726,5,-12,-15,2
8727,-13,-8,24,3
8728,22,38,7,0
8729,-11,-3,3,1
8730,-6,-12,44,2
8731,-1,-32,-23,3
8732,-1,14,-4,0
8733,24,-27,-164,1
8734,-30,11,20,2
8735,-1,3,72,3
8736,-25,14,-4,0
8737,0,-3,3,1
8738,5,-12,-15,2
8739,-13,-20,192,3
8740,-25,-165,-52,0
8741,0,-3,-20,1
8742,5,-12,44,2
8743,10,-20,0,3
8744,10,14,7,0
8745,0,8,-8,1
8746,5,11,-15,2
8747,10,3,-23,3
8748,-13,-33,-16,0
8749,0,-195,27,1
8750,-6,0,-15,2
8751,-13,-8,0,3
8752,10,2,31,0
8753,-23,-3,27,1
8754,5,11,-3,2
8755,34,-20,12,3
8756,-1,14,-28,0
8757,192,8,51,1
8758,5,11,8,2
8759,22,-20,12,3
8760,-13,2,7,0
8761,12,8,-8,1
8762,-6,11,8,2
8763,-1,3,192,3
8764,-25,-21,-4,0
8765,0,176,3,1
8766,5,0,20,2
8767,34,3,12,3
8768,-181,-21,-4,0
8769,-11,8,-20,1
8770,5,-12,-27,2
8771,-1,3,-11,3
8772,-1,-9,7,0
8773,-11,8,-8,1
8774,-6,0,-3,2
8775,-25,-32,-35,3
8776,-13,-9,7,0
8777,0,-3,-8,1
8778,5,-12,-3,2
8779,-1,-8,36,3
8780,34,-9,-4,0
8781,0,-3,-8,1
8782,-6,0,-15,2
8783,-25,3,-11,3
8784,-25,2,-16,0
8785,12,-3,51,1
8786,-6,-36,8,2
8787,-1,15,-11,3
8788,22,2,7,0
8789,0,8,15,1
8790,5,-12,32,2
8791,-25,3,-11,3
8792,-1,26,-4,0
8793,0,20,27,1
8794,5,191,8,2
8795,10,-8,0,3
8796,34,2,-4,0
8797,-23,8,3,1
8798,5,0,-3,2
8799,-1,15,0,3
8800,10,-21,19,0
8801,-11,8,-8,1
8802,5,-12,32,2
8803,22,27,-11,3
8804,10,-9,7,0
8805,0,-3,3,1
8806,-6,0,8,2
8807,-1,3,-23,3
8808,-13,-9,-4,0
8809,0,-3,15,1
8810,5,-12,-3,2
8811,-13,-20,-11,3
8812,-37,-21,19,0
8813,0,-3,-20,1
8814,5,-12,-3,2
8815,-1,3,-11,3
8816,-37,2,7,0
8817,0,8,15,1
8818,5,-12,-3,2
8819,-1,15,-11,3
8820,-25,-21,-4,0
8821,12,-3,-20,1
8822,5,0,-3,2
8823,-25,-20,0,3
8824,10,2,19,0
8825,12,-3,-20,1
8826,5,0,-15,2
8827,-13,3,-11,3
8828,10,2,-4,0
8829,0,8,15,1
8830,5,-12,8,2
8831,10,-8,12,3
8832,-1,26,-4,0
8833,0,8,-8,1
8834,5,-12,-15,2
8835,-1,-20,12,3
8836,-13,-9,7,0
8837,0,20,27,1
8838,173,0,-3,2
8839,-1,39,0,3
8840,-13,2,-4,0
8841,-11,-3,27,1
8842,5,0,-15,2
8843,-13,3,12,3
8844,-13,2,-4,0
8845,-11,20,-8,1
8846,-6,0,-15,2
8847,22,15,0,3
8848,10,2,-4,0
8849,12,8,-20,1
8850,-6,-12,8,2
8851,-1,-20,-11,3
8852,10,2,-4,0
8853,12,-15,3,1
8854,5,11,-15,2
8855,34,15,0,3
8856,-1,2,7,0
8857,0,-3,15,1
8858,-6,0,8,2
8859,10,-8,-11,3
8860,-1,14,7,0
8861,-179,8,15,1
8862,-6,-12,-3,2
8863,-49,-68,0,3
8864,70,-477,175,0
8865,324,116,63,1
8866,-6,-24,140,2
8867,10,27,132,3
8868,-49,-177,259,0
8869,-23,-51,51,1
8870,41,-24,20,2
8871,-49,-20,-179,3
8872,10,-69,19,0
8873,12,-3,-68,1
8874,-6,-36,56,2
8875,-49,-32,24,3
8876,-25,-9,43,0
8877,24,-3,-44,1
8878,-18,23,-3,2
8879,22,3,-119,3
8880,-1,2,7,0
8881,-11,-3,39,1
8882,29,0,56,2
8883,-49,-20,48,3
8884,34,38,-4,0
8885,-11,-27,-104,1
8886,5,-12,8,2
8887,-49,-8,12,3
8888,22,14,-4,0
8889,-23,-3,-8,1
8890,5,-12,-39,2
8891,-1,3,-35,3
8892,-37,14,-28,0
8893,-23,-3,-32,1
8894,-6,-36,8,2
8895,-1,-8,0,3
8896,178,2,-4,0
8897,192,8,3,1
8898,5,0,-15,2
8899,-13,-8,12,3
8900,-1,2,7,0
8901,0,-3,-8,1
8902,17,0,-3,2
8903,-25,3,-23,3
8904,-13,14,-4,0
8905,0,8,51,1
8906,-6,23,8,2
8907,34,39,12,3
8908,22,-9,-4,0
8909,-35,-3,27,1
8910,-6,0,8,2
8911,10,-32,-23,3
8912,34,-165,7,0
8913,-23,-15,-8,1
8914,5,191,-15,2
8915,22,-8,12,3
8916,-1,-21,-16,0
8917,-179,8,-20,1
8918,-6,0,-15,2
8919,-25,3,-23,3
8920,-1,2,19,0
8921,0,-3,15,1
8922,-6,11,-3,2
8923,10,27,12,3
8924,-1,-33,-4,0
8925,0,-3,-20,1
8926,-6,191,-27,2
8927,-13,3,-11,3
8928,-1,-21,7,0
8929,0,-195,-20,1
8930,17,191,20,2
8931,10,3,-179,3
8932,-37,26,-16,0
8933,-11,-3,15,1
8934,-6,-12,-3,2
8935,-1,3,12,3
8936,22,-9,-16,0
8937,12,-15,-20,1
8938,5,-24,-3,2
8939,10,3,-23,3
8940,10,-165,-4,0
8941,12,8,3,1
8942,5,-12,-3,2
8943,-25,15,192,3
8944,-25,-9,7,0
8945,-11,-3,-8,1
8946,-6,-12,-3,2
8947,-25,15,-11,3
8948,10,-21,-4,0
8949,-179,8,39,1
8950,-6,11,20,2
8951,-1,3,-23,3
8952,10,2,-4,0
8953,12,20,3,1
8954,-6,-180,20,2
8955,-13,-8,12,3
8956,22,26,-4,0
8957,-11,20,-20,1
8958,5,0,-3,2
8959,22,15,0,3
8960,10,2,-4,0
8961,0,-3,15,1
8962,5,-12,8,2
8963,-13,3,192,3
8964,-1,2,-4,0
8965,-11,-3,-32,1
8966,5,0,-3,2
8967,-13,3,12,3
8968,10,2,7,0
8969,0,-3,-20,1
8970,-6,-12,-15,2
8971,-25,3,-23,3
8972,10,-9,-4,0
8973,-179,8,27,1
8974,5,11,-15,2
8975,-1,3,0,3
8976,-25,-9,-4,0
8977,0,-3,-20,1
8978,-6,11,-15,2
8979,22,-20,-23,3
8980,-1,2,7,0
8981,-11,8,27,1
8982,173,0,-15,2
8983,-1,3,12,3
8984,-1,-21,7,0
8985,0,-3,3,1
8986,5,-24,32,2
8987,10,-8,0,3
8988,-13,-21,-4,0
8989,12,8,27,1
8990,-6,0,-15,2
8991,10,3,0,3
8992,10,2,-4,0
8993,0,8,3,1
8994,17,0,-3,2
8995,-1,-20,24,3
8996,-13,2,-28,0
8997,-11,-3,27,1
8998,17,0,-15,2
8999,22,-8,12,3
9000,-1,-21,19,0
9001,0,-3,-20,1
9002,5,11,-3,2
9003,22,3,-11,3
9004,34,-9,-16,0
9005,0,8,15,1
9006,5,-24,8,2
9007,-1,3,12,3
9008,-1,2,7,0
9009,12,8,39,1
9010,-6,0,8,2
9011,10,39,0,3
9012,22,2,43,0
9013,-23,8,27,1
9014,-30,-36,56,2
9015,106,39,192,3
9016,-73,62,-40,0
9017,-35,-51,-32,1
9018,17,-180,128,2
9019,-13,-32,240,3
9020,-1,-81,19,0
9021,-167,8,27,1
9022,-30,0,-15,2
9023,-49,27,-59,3
9024,-49,26,-16,0
9025,-11,-15,3,1
9026,5,11,-3,2
9027,46,3,192,3
9028,70,-45,19,0
9029,-11,20,63,1
9030,5,-180,56,2
9031,-37,-8,-23,3
9032,46,-9,31,0
9033,0,-3,27,1
9034,5,0,20,2
9035,-1,27,-35,3
9036,22,26,-4,0
9037,-11,-3,15,1
9038,-6,-12,8,2
9039,-1,3,12,3
9040,-25,194,-16,0
9041,-11,8,39,1
9042,5,-12,56,2
9043,-13,-8,12,3
9044,22,26,7,0
9045,0,8,51,1
9046,-18,-24,8,2
9047,-37,3,-11,3
9048,-1,-165,-16,0
9049,-11,-3,27,1
9050,-6,-12,-3,2
9051,-13,3,12,3
9052,178,-21,-4,0
9053,0,-3,-8,1
9054,-6,11,-15,2
9055,10,-8,0,3
9056,-25,-9,-28,0
9057,24,8,27,1
9058,-6,11,-15,2
9059,-13,3,-11,3
9060,-1,-21,-4,0
9061,-11,-3,3,1
9062,-6,191,-3,2
9063,-1,15,-11,3
9064,-13,-21,7,0
9065,-11,-3,15,1
9066,5,11,-27,2
9067,22,15,0,3
9068,-25,-21,-16,0
9069,12,-3,27,1
9070,-6,-12,-3,2
9071,10,-32,-23,3
9072,34,14,7,0
9073,12,-3,3,1
9074,5,-180,8,2
9075,10,-8,192,3
9076,-25,2,-28,0
9077,-23,-3,3,1
9078,17,11,-15,2
9079,-37,15,0,3
9080,-25,-9,-4,0
9081,-23,-3,15,1
9082,-6,11,20,2
9083,-25,-8,-11,3
9084,-25,-9,-4,0
9085,12,8,-32,1
9086,5,-12,-15,2
9087,-13,15,12,3
9088,-13,206,-16,0
9089,0,8,15,1
9090,-6,-12,-3,2
9091,-37,15,0,3
9092,178,14,-28,0
9093,0,-15,-20,1
9094,-6,0,-15,2
9095,-13,-20,12,3
9096,-13,2,31,0
9097,12,-3,15,1
9098,-198,-12,-15,2
9099,-1,3,0,3
9100,-13,14,7,0
9101,-11,-3,-8,1
9102,29,-12,-3,2
9103,-25,3,0,3
9104,-37,2,-16,0
9105,0,-3,-8,1
9106,17,-180,20,2
9107,-1,3,0,3
9108,22,-21,-16,0
9109,0,8,27,1
9110,-6,11,8,2
9111,-1,3,12,3
9112,-1,-9,-16,0
9113,0,8,-8,1
9114,5,-12,-15,2
9115,-1,-8,-11,3
9116,-13,14,-4,0
9117,0,8,39,1
9118,17,-12,-15,2
9119,-1,-8,0,3
9120,-1,2,19,0
9121,0,-15,15,1
9122,5,0,-15,2
9123,-1,15,-23,3
9124,-13,-9,-4,0
9125,12,-3,3,1
9126,5,-24,8,2
9127,10,3,12,3
9128,178,-21,-4,0
9129,-11,-3,27,1
9130,5,-12,8,2
9131,-49,3,192,3
9132,-1,14,-16,0
9133,0,8,-8,1
9134,-6,-12,-3,2
9135,-1,15,0,3
9136,-193,-21,7,0
9137,-11,-3,-32,1
9138,-6,-12,8,2
9139,-25,27,0,3
9140,-25,-9,-4,0
9141,12,-3,3,1
9142,173,-48,-15,2
9143,-1,15,-11,3
9144,-25,14,7,0
9145,0,8,3,1
9146,-6,11,-3,2
9147,-1,-20,-179,3
9148,-1,-9,7,0
9149,-11,8,-8,1
9150,-6,11,20,2
9151,-13,3,0,3
9152,-1,-9,7,0
9153,-11,-3,-20,1
9154,5,0,-15,2
9155,-1,-20,0,3
9156,166,-21,7,0
9157,0,8,27,1
9158,-18,11,-3,2
9159,10,15,0,3
9160,-1,2,-4,0
9161,-23,-3,27,1
9162,5,0,32,2
9163,-1,3,36,3
9164,-145,-93,67,0
9165,-23,20,-32,1
9166,-114,107,-15,2
9167,-13,15,-167,3
9168,10,26,127,0
9169,48,-195,-20,1
9170,5,0,-99,2
9171,34,-20,-83,3
9172,10,-57,79,0
9173,-23,-15,-68,1
9174,5,0,32,2
9175,-49,-32,-47,3
9176,-61,-33,7,0
9177,-167,8,-44,1
9178,-6,11,8,2
9179,10,15,-11,3
9180,-73,14,-4,0
9181,0,-3,-8,1
9182,-6,-36,-63,2
9183,-49,3,96,3
9184,-193,38,7,0
9185,0,-3,15,1
9186,5,0,8,2
9187,-61,-32,-11,3
9188,10,-21,67,0
9189,-23,8,-8,1
9190,5,191,20,2
9191,-13,15,12,3
9192,-1,2,-4,0
9193,0,-3,15,1
9194,5,-12,-3,2
9195,-1,3,0,3
9196,-25,2,-4,0
9197,-23,8,-8,1
9198,5,11,-27,2
9199,-25,-8,12,3
9200,-13,206,-4,0
9201,0,8,-20,1
9202,17,0,-3,2
9203,-13,15,0,3
9204,22,-9,-4,0
9205,0,8,27,1
9206,-6,-180,-3,2
9207,10,3,-11,3
9208,-1,-9,-4,0
9209,12,-3,15,1
9210,-6,0,-3,2
9211,-1,-20,-23,3
9212,-1,-9,-4,0
9213,36,8,15,1
9214,-18,23,-3,2
9215,22,15,0,3
9216,-13,2,-4,0
9217,0,8,-8,1
9218,5,11,-3,2
9219,10,3,0,3
9220,-193,-33,-16,0
9221,12,-3,-8,1
9222,5,-12,-3,2
9223,10,15,-11,3
9224,-1,-9,-4,0
9225,0,8,-32,1
9226,5,167,-15,2
9227,22,-8,-11,3
9228,-1,26,-4,0
9229,0,-3,-8,1
9230,5,-24,-3,2
9231,10,27,0,3
9232,-37,26,31,0
9233,-11,-27,3,1
9234,-6,0,-15,2
9235,-13,3,0,3
9236,-1,2,-4,0
9237,0,-3,39,1
9238,-6,-36,-3,2
9239,10,-8,0,3
9240,-1,14,-4,0
9241,-11,8,-8,1
9242,5,0,-3,2
9243,-13,27,0,3
9244,-1,2,-4,0
9245,12,-15,3,1
9246,5,11,20,2
9247,46,27,0,3
9248,10,-9,-4,0
9249,0,8,-8,1
9250,5,11,-15,2
9251,-1,3,-11,3
9252,22,-9,-28,0
9253,192,8,-20,1
9254,-6,-12,-15,2
9255,22,-8,0,3
9256,34,-9,7,0
9257,12,-3,3,1
9258,-6,191,-3,2
9259,10,39,12,3
9260,10,2,-4,0
9261,0,-3,-32,1
9262,-198,0,-15,2
9263,22,3,192,3
9264,-1,2,-4,0
9265,12,8,3,1
9266,-6,-12,20,2
9267,22,15,-11,3
9268,-1,-9,-4,0
9269,-167,-3,-20,1
9270,-6,-24,-15,2
9271,10,-20,12,3
9272,-1,2,7,0
9273,0,-15,15,1
9274,-6,-12,-15,2
9275,10,27,12,3
9276,-1,-9,7,0
9277,12,8,3,1
9278,-6,-24,-15,2
9279,-1,-20,24,3
9280,10,-9,-4,0
9281,0,8,-32,1
9282,-6,-24,8,2
9283,22,3,0,3
9284,-1,2,7,0
9285,-11,-15,27,1
9286,-6,191,-3,2
9287,-25,15,12,3
9288,-13,2,7,0
9289,0,-3,15,1
9290,5,-12,-15,2
9291,-1,-8,12,3
9292,10,2,7,0
9293,-11,8,27,1
9294,5,-12,8,2
9295,-1,15,-11,3
9296,-13,-33,-4,0
9297,12,-3,-20,1
9298,-6,191,-3,2
9299,-13,-8,-11,3
9300,-1,14,7,0
9301,0,-3,-44,1
9302,-6,0,-3,2
9303,-25,-20,12,3
9304,-85,-105,91,0
9305,180,-27,-20,1
9306,-78,83,20,2
9307,-25,-20,-215,3
9308,58,-249,175,0
9309,60,-87,-8,1
9310,29,0,-87,2
9311,46,39,-179,3
9312,70,-81,163,0
9313,0,8,-80,1
9314,17,-24,32,2
9315,-37,-56,-179,3
9316,-49,14,67,0
9317,-11,176,-68,1
9318,5,11,-15,2
9319,-1,15,-59,3
9320,-193,2,-64,0
9321,0,-15,51,1
9322,29,-12,20,2
9323,-1,15,132,3
9324,-25,26,-4,0
9325,-11,8,51,1
9326,-6,-24,8,2
9327,-73,3,-47,3
9328,22,-9,31,0
9329,-11,8,-20,1
9330,5,-12,8,2
9331,-1,15,0,3
9332,10,2,19,0
9333,0,8,-8,1
9334,5,-24,-3,2
9335,-1,-8,0,3
9336,-1,38,-4,0
9337,-23,-3,-20,1
9338,5,-24,-27,2
9339,-13,15,-23,3
9340,10,26,7,0
9341,192,8,15,1
9342,5,11,-3,2
9343,22,-20,0,3
9344,22,-9,7,0
9345,-179,8,15,1
9346,-198,11,-3,2
9347,34,39,0,3
9348,-1,2,-4,0
9349,12,8,15,1
9350,17,11,-15,2
9351,-13,3,-11,3
9352,-25,-33,-28,0
9353,12,-3,-8,1
9354,5,-12,-3,2
9355,22,39,12,3
9356,22,-9,-4,0
9357,24,8,15,1
9358,-6,11,-15,2
9359,10,-8,0,3
9360,34,-33,-4,0
9361,12,8,27,1
9362,-6,11,-3,2
9363,22,-32,-23,3
9364,34,2,19,0
9365,-11,8,15,1
9366,-18,191,-3,2
9367,-13,-8,12,3
9368,-1,-9,-4,0
9369,-11,8,-8,1
9370,5,0,-3,2
9371,-13,3,12,3
9372,-25,14,7,0
9373,12,8,27,1
9374,17,0,-3,2
9375,-13,3,12,3
9376,10,14,31,0
9377,-11,8,-20,1
9378,-6,11,-15,2
9379,-1,-20,0,3
9380,-1,-9,19,0
9381,0,8,-20,1
9382,-6,-12,-15,2
9383,10,3,0,3
9384,-1,14,-4,0
9385,-11,-3,-8,1
9386,-6,-12,-3,2
9387,-25,27,-179,3
9388,10,14,-16,0
9389,0,-3,15,1
9390,5,11,-15,2
9391,10,3,-11,3
9392,-13,2,-16,0
9393,12,8,27,1
9394,-6,11,8,2
9395,10,39,0,3
9396,22,-9,-4,0
9397,12,-3,15,1
9398,5,-180,-15,2
9399,10,-8,12,3
9400,10,14,-4,0
9401,-179,-3,-20,1
9402,5,11,-3,2
9403,-1,-20,0,3
9404,-1,2,-4,0
9405,-23,-3,39,1
9406,5,-12,8,2
9407,-25,15,-11,3
9408,-1,-9,-4,0
9409,12,-3,3,1
9410,5,11,-3,2
9411,10,-20,-35,3
9412,10,14,-16,0
9413,0,8,-20,1
9414,-6,0,-27,2
9415,10,15,-23,3
9416,10,-21,7,0
9417,-179,-3,15,1
9418,-198,-12,-3,2
9419,-1,3,192,3
9420,-13,14,19,0
9421,-11,-3,15,1
9422,5,0,8,2
9423,10,-8,24,3
9424,22,14,-16,0
9425,-11,8,-8,1
9426,-6,-24,-15,2
9427,34,3,192,3
9428,-13,-21,7,0
9429,0,8,27,1
9430,-6,-12,-3,2
9431,-1,3,0,3
9432,-13,26,7,0
9433,12,20,15,1
9434,5,-12,8,2
9435,-1,-32,12,3
9436,10,14,-4,0
9437,12,-3,-8,1
9438,-18,11,-15,2
9439,-13,-8,0,3
9440,10,-21,-4,0
9441,192,8,-44,1
9442,-6,0,8,2
9443,22,-8,12,3
9444,-1,14,-4,0
9445,24,-3,15,1
9446,-6,11,8,2
9447,-1,-8,0,3
9448,22,2,7,0
9449,0,-3,3,1
9450,5,11,8,2
9451,-1,3,12,3
9452,22,-9,7,0
9453,0,-3,-32,1
9454,-6,11,8,2
9455,-1,-8,48,3
9456,58,-93,91,0
9457,-83,-3,-32,1
9458,-30,83,-123,2
9459,22,15,-227,3
9460,10,-21,343,0
9461,108,-15,3,1
9462,17,23,-27,2
9463,46,15,-71,3
9464,-13,-9,259,0
9465,-23,-87,-92,1
9466,5,-48,68,2
9467,-85,-32,0,3
9468,-25,-9,-52,0
9469,12,-3,-104,1
9470,5,11,8,2
9471,10,-20,-131,3
9472,34,14,-100,0
9473,-23,8,-80,1
9474,-6,-24,44,2
9475,-61,27,204,3
9476,-25,14,19,0
9477,0,-3,51,1
9478,5,-12,-15,2
9479,-13,3,-83,3
9480,10,-45,67,0
9481,0,-3,-32,1
9482,-6,-12,32,2
9483,-1,-8,0,3
9484,22,-9,-4,0
9485,0,-3,-44,1
9486,-6,-24,-15,2
9487,22,39,24,3
9488,-1,-21,-16,0
9489,0,8,3,1
9490,-6,-12,-15,2
9491,-1,27,-11,3
9492,-1,-21,7,0
9493,0,-3,-8,1
9494,5,-12,8,2
9495,10,3,-11,3
9496,10,-9,31,0
9497,12,-3,3,1
9498,-18,11,8,2
9499,-25,-8,0,3
9500,-1,-9,-4,0
9501,-11,-3,-32,1
9502,5,0,-3,2
9503,-13,27,12,3
9504,10,14,-4,0
9505,-11,8,27,1
9506,-18,11,-15,2
9507,-1,3,-11,3
9508,-13,26,-4,0
9509,12,8,3,1
9510,-6,0,8,2
9511,-37,15,12,3
9512,-1,-21,7,0
9513,-179,8,27,1
9514,-6,0,-3,2
9515,-1,-8,0,3
9516,10,2,7,0
9517,0,8,15,1
9518,-6,11,20,2
9519,22,3,0,3
9520,-193,2,-4,0
9521,0,8,-20,1
9522,-6,0,32,2
9523,22,15,0,3
9524,-37,-9,-4,0
9525,0,-3,27,1
9526,-18,-12,-3,2
9527,-25,-8,-11,3
9528,22,-9,-4,0
9529,-11,-15,-8,1
9530,-6,11,-15,2
9531,-1,-20,-23,3
9532,-1,-9,-4,0
9533,-179,-3,-20,1
9534,17,-36,-3,2
9535,-25,-8,12,3
9536,-13,2,7,0
9537,-179,8,-20,1
9538,-6,11,8,2
9539,22,-20,12,3
9540,10,-21,-4,0
9541,0,-3,3,1
9542,17,191,-3,2
9543,34,-44,-23,3
9544,-13,-21,-16,0
9545,12,-15,-20,1
9546,5,0,-3,2
9547,10,-8,192,3
9548,-1,2,7,0
9549,24,8,-8,1
9550,5,0,-27,2
9551,22,-32,-11,3
9552,-13,206,7,0
9553,0,-3,-20,1
9554,-6,11,8,2
9555,-25,27,0,3
9556,46,26,7,0
9557,0,8,3,1
9558,-6,0,8,2
9559,10,-8,0,3
9560,-13,14,-4,0
9561,-23,-3,3,1
9562,5,-12,20,2
9563,22,3,0,3
9564,-1,2,-4,0
9565,24,-3,-8,1
9566,5,-180,-15,2
9567,10,-8,12,3
9568,-13,14,-4,0
9569,0,-3,-8,1
9570,-6,0,-15,2
9571,10,-32,12,3
9572,-1,2,19,0
9573,-11,-3,-32,1
9574,-6,0,8,2
9575,10,-8,12,3
9576,-13,2,7,0
9577,-11,-3,-8,1
9578,-6,-12,-3,2
9579,-1,3,-11,3
9580,-193,-9,31,0
9581,12,-3,-8,1
9582,5,-180,20,2
9583,-25,39,0,3
9584,-1,-9,31,0
9585,-23,8,-20,1
9586,5,0,8,2
9587,-1,3,-11,3
9588,34,14,-4,0
9589,0,-3,3,1
9590,17,-12,8,2
9591,-1,3,192,3
9592,34,-9,-4,0
9593,-179,8,3,1
9594,-6,23,-15,2
9595,-1,27,0,3
9596,-13,14,7,0
9597,-23,8,-8,1
9598,-6,-168,-3,2
9599,-1,-8,0,3
9600,-25,-9,-4,0
9601,0,8,-8,1
9602,-6,0,-15,2
9603,-25,-20,24,3
9604,-1,14,7,0
9605,-11,8,15,1
9606,17,0,20,2
9607,22,-8,60,3
9608,82,-237,187,0
9609,36,80,3,1
9610,-30,-36,-123,2
9611,-229,87,-95,3
9612,46,-45,283,0
9613,0,-87,75,1
9614,-18,-12,-27,2
9615,-25,51,-11,3
9616,-1,-33,295,0
9617,-23,-39,-68,1
9618,29,-24,-3,2
9619,-49,-44,-11,3
9620,22,-33,7,0
9621,12,-3,-140,1
9622,-54,11,68,2
9623,-1,-32,-323,3
9624,-25,38,-28,0
9625,-59,8,-80,1
9626,-6,11,-3,2
9627,46,3,60,3
9628,-37,-21,19,0
9629,-35,8,-8,1
9630,-6,-12,-15,2
9631,-13,3,-71,3
9632,10,-33,-4,0
9633,-179,20,-32,1
9634,-6,-12,32,2
9635,34,3,24,3
9636,22,-21,43,0
9637,12,8,15,1
9638,5,11,-15,2
9639,10,-8,-23,3
9640,10,14,-4,0
9641,0,8,-20,1
9642,-18,0,8,2
9643,10,15,12,3
9644,-13,-21,19,0
9645,-23,8,3,1
9646,-6,11,-3,2
9647,-1,15,-11,3
9648,-1,2,7,0
9649,-23,-3,3,1
9650,5,-12,-15,2
9651,-13,-20,12,3
9652,-1,14,7,0
9653,-179,-3,-44,1
9654,5,0,-3,2
9655,-13,-8,0,3
9656,-1,-21,-4,0
9657,-11,-3,3,1
9658,-6,-180,8,2
9659,-1,15,12,3
9660,22,2,-16,0
9661,0,-3,-20,1
9662,5,11,32,2
9663,-37,27,0,3
9664,22,-9,19,0
9665,0,-3,3,1
9666,5,11,32,2
9667,-1,3,-11,3
9668,-13,-9,-4,0
9669,0,-3,-8,1
9670,5,191,-3,2
9671,-1,-8,-11,3
9672,10,2,7,0
9673,12,20,-8,1
9674,-30,-12,8,2
9675,10,-8,0,3
9676,10,-9,-4,0
9677,-179,8,-8,1
9678,5,-12,-3,2
9679,22,-20,-179,3
9680,-13,2,-4,0
9681,12,8,27,1
9682,-198,11,8,2
9683,22,-8,12,3
9684,10,2,19,0
9685,0,8,-8,1
9686,-6,-12,-3,2
9687,10,3,0,3
9688,10,2,7,0
9689,-179,-3,-20,1
9690,17,-12,-39,2
9691,10,3,0,3
9692,-13,14,-16,0
9693,12,8,3,1
9694,5,0,8,2
9695,-1,3,-11,3
9696,-1,26,-4,0
9697,-11,-3,27,1
9698,5,0,20,2
9699,-1,15,0,3
9700,-1,2,-16,0
9701,192,8,-32,1
9702,-6,0,8,2
9703,22,-8,0,3
9704,10,2,7,0
9705,0,20,-32,1
9706,-6,0,-15,2
9707,-13,3,0,3
9708,-1,-9,7,0
9709,12,20,27,1
9710,-6,-12,-3,2
9711,22,-8,0,3
9712,-1,-21,7,0
9713,-11,176,15,1
9714,-6,191,-3,2
9715,-1,-8,12,3
9716,22,-33,7,0
9717,12,-3,3,1
9718,5,-12,8,2
9719,22,15,-11,3
9720,-1,14,-16,0
9721,-11,-3,-20,1
9722,-6,-12,20,2
9723,34,-8,12,3
9724,-1,-33,19,0
9725,12,-3,3,1
9726,-6,-12,32,2
9727,-1,-20,12,3
9728,-13,-21,19,0
9729,0,8,3,1
9730,5,0,-15,2
9731,10,-32,-35,3
9732,-25,14,19,0
9733,-23,8,-8,1
9734,-30,0,-3,2
9735,22,-20,0,3
9736,-13,-21,7,0
9737,24,-3,15,1
9738,-6,11,-3,2
9739,22,-8,-35,3
9740,-1,-9,-16,0
9741,12,8,-44,1
9742,5,-12,-3,2
9743,10,15,-11,3
9744,-25,-9,7,0
9745,12,8,-20,1
9746,-6,0,-3,2
9747,-25,-8,0,3
9748,178,-9,-16,0
9749,-23,8,-20,1
9750,-6,0,-3,2
9751,10,-8,0,3
9752,10,-9,-16,0
9753,-179,8,3,1
9754,-6,11,8,2
9755,22,15,0,3
9756,10,-9,7,0
9757,0,-3,27,1
9758,5,-12,-15,2
9759,-49,-8,0,3
9760,-25,14,7,0
9761,-11,-3,-20,1
9762,5,11,32,2
9763,-1,-8,-11,3
9764,-37,2,31,0
9765,0,-3,3,1
9766,173,0,8,2
9767,22,3,0,3
9768,-13,-9,7,0
9769,12,8,-8,1
9770,5,11,-15,2
9771,-25,3,0,3
9772,34,-9,7,0
9773,0,-3,-20,1
9774,-6,-12,-3,2
9775,10,3,192,3
