,Ax,Ay,Az,Sensor Index
20814,-6,0,-15,2
20815,-37,3,0,3
20816,-49,14,7,0
20817,0,-3,-32,1
20818,-6,0,8,2
20819,-37,3,12,3
20820,-25,2,-16,0
20821,0,-3,-20,1
20822,-6,-12,8,2
20823,-13,-8,0,3
20824,-181,2,7,0
20825,0,8,3,1
20826,-6,-12,8,2
20827,22,-8,-179,3
20828,34,-21,7,0
20829,-11,8,3,1
20830,5,11,-15,2
20831,22,15,-35,3
20832,46,-9,-4,0
20833,24,-3,-8,1
20834,5,11,8,2
20835,10,15,-11,3
20836,-181,2,-4,0
20837,12,-3,27,1
20838,5,-12,-15,2
20839,-1,3,192,3
20840,-1,26,7,0
20841,-179,8,27,1
20842,5,11,-27,2
20843,22,3,-179,3
20844,34,-9,-4,0
20845,-11,-3,15,1
20846,5,-24,8,2
20847,-25,3,12,3
20848,-13,-9,-4,0
20849,-11,-3,27,1
20850,17,-24,-3,2
20851,-25,3,-11,3
20852,-37,2,7,0
20853,-23,-3,3,1
20854,5,0,32,2
20855,-25,3,12,3
20856,-1,-9,7,0
20857,-11,8,-20,1
20858,5,0,8,2
20859,-37,-20,0,3
20860,-193,14,7,0
20861,0,8,-8,1
20862,-6,0,-3,2
20863,10,-20,12,3
20864,10,14,7,0
20865,12,176,-8,1
20866,-30,0,20,2
20867,22,27,-23,3
20868,-13,-9,-4,0
20869,12,8,3,1
20870,-6,0,-15,2
20871,-25,3,-11,3
20872,22,-9,-16,0
20873,192,8,-20,1
20874,5,191,20,2
20875,-1,15,-11,3
20876,-1,2,-4,0
20877,12,-3,3,1
20878,-18,-12,-15,2
20879,-13,3,0,3
20880,10,2,19,0
20881,0,-3,3,1
20882,5,0,8,2
20883,-13,3,12,3
20884,34,14,7,0
20885,-23,-15,-44,1
20886,-6,-12,-15,2
20887,-1,-20,0,3
20888,178,26,-4,0
20889,0,-3,15,1
20890,-6,-24,-15,2
20891,-13,3,48,3
20892,70,206,-352,0
20893,72,-39,-32,1
20894,-6,11,8,2
20895,94,-32,-71,3
20896,130,38,79,0
20897,-155,20,-152,1
20898,65,-24,116,2
20899,-13,-8,-11,3
20900,58,2,127,0
20901,-23,176,-20,1
20902,5,-24,-51,2
20903,22,-8,-11,3
20904,70,-9,-52,0
20905,-167,20,-8,1
20906,17,-180,104,2
20907,10,15,192,3
20908,34,2,-16,0
20909,12,32,63,1
20910,5,23,20,2
20911,22,3,-95,3
20912,-1,38,43,0
20913,-35,20,-20,1
20914,29,-12,20,2
20915,-13,-32,-59,3
20916,22,2,-4,0
20917,0,20,-32,1
20918,-6,0,-3,2
20919,-25,-32,-23,3
20920,10,2,19,0
20921,0,8,15,1
20922,-18,-12,-27,2
20923,-13,3,24,3
20924,22,14,-4,0
20925,-35,-195,3,1
20926,-18,-24,-15,2
20927,-37,-8,-11,3
20928,-25,-9,-4,0
20929,-11,-3,3,1
20930,5,0,8,2
20931,-25,-20,-179,3
20932,-181,14,-4,0
20933,12,-3,15,1
20934,5,0,-3,2
20935,-1,3,0,3
20936,-1,2,-4,0
20937,12,8,27,1
20938,5,0,8,2
20939,22,3,12,3
20940,-181,-9,-28,0
20941,24,8,-8,1
20942,17,11,8,2
20943,10,15,0,3
20944,-1,-33,-4,0
20945,12,8,3,1
20946,5,-12,-3,2
20947,34,3,-179,3
20948,10,14,-16,0
20949,192,-3,3,1
20950,5,0,8,2
20951,10,15,-179,3
20952,-1,2,7,0
20953,0,-3,15,1
20954,17,-24,20,2
20955,-37,-8,0,3
20956,-25,2,-4,0
20957,-35,176,-20,1
20958,-18,-24,-3,2
20959,-49,-20,-11,3
20960,-193,26,-16,0
20961,-11,-3,-8,1
20962,5,0,-15,2
20963,-1,-8,0,3
20964,-1,2,19,0
20965,-11,-3,27,1
20966,5,-24,-3,2
20967,-13,15,24,3
20968,-49,38,-4,0
20969,0,8,3,1
20970,17,-12,8,2
20971,-1,3,12,3
20972,10,26,19,0
20973,0,8,39,1
20974,-6,0,20,2
20975,-25,3,12,3
20976,10,2,-16,0
20977,24,-3,-20,1
20978,-6,11,-15,2
20979,-1,-32,12,3
20980,10,2,-16,0
20981,12,-3,15,1
20982,-6,0,-3,2
20983,10,15,-167,3
20984,-1,2,-4,0
20985,24,-3,3,1
20986,-18,-180,-3,2
20987,34,3,12,3
20988,10,-33,-4,0
20989,0,-3,-20,1
20990,-6,0,-3,2
20991,-13,15,-11,3
20992,-25,14,7,0
20993,0,8,-20,1
20994,5,-12,-3,2
20995,-13,-8,-23,3
20996,-25,2,-4,0
20997,-23,-3,3,1
20998,-6,0,-15,2
20999,22,3,-11,3
21000,10,-9,19,0
21001,0,-3,15,1
21002,5,191,-3,2
21003,-13,-20,12,3
21004,-1,2,-4,0
21005,-11,-3,-20,1
21006,5,-180,-3,2
21007,10,3,0,3
21008,-37,14,-16,0
21009,24,8,3,1
21010,-6,0,-15,2
21011,-1,-8,0,3
21012,10,-21,-4,0
21013,12,8,27,1
21014,-6,-12,-3,2
21015,34,3,12,3
21016,10,14,-4,0
21017,12,20,15,1
21018,-6,-12,-3,2
21019,22,-8,0,3
21020,10,-21,-4,0
21021,12,8,39,1
21022,-6,191,8,2
21023,10,3,12,3
21024,10,2,-4,0
21025,-179,8,15,1
21026,-18,23,20,2
21027,10,15,12,3
21028,10,2,-4,0
21029,-23,-3,-20,1
21030,5,0,-15,2
21031,-13,-8,-23,3
21032,34,-9,19,0
21033,-23,-3,3,1
21034,5,23,-3,2
21035,10,3,0,3
21036,10,2,7,0
21037,-23,-195,-8,1
21038,17,11,8,2
21039,-13,3,24,3
21040,10,14,-16,0
21041,-23,-3,3,1
21042,-6,0,-15,2
21043,10,-20,24,3
21044,-25,-69,-268,0
21045,24,-51,-68,1
21046,-30,71,-87,2
21047,34,-8,-143,3
21048,22,50,-112,0
21049,-359,-63,27,1
21050,17,-36,44,2
21051,-1,-32,0,3
21052,-13,-57,103,0
21053,24,8,-128,1
21054,-18,23,-3,2
21055,10,27,96,3
21056,10,-33,-16,0
21057,24,20,-44,1
21058,5,23,32,2
21059,-13,-8,12,3
21060,46,2,-64,0
21061,0,-51,135,1
21062,-6,23,68,2
21063,22,-8,-95,3
21064,34,14,19,0
21065,-11,8,15,1
21066,29,-12,8,2
21067,-1,-44,-47,3
21068,10,-9,-28,0
21069,-35,8,-44,1
21070,29,0,20,2
21071,-25,15,12,3
21072,-13,-9,-16,0
21073,-23,20,-32,1
21074,-30,-24,-15,2
21075,10,3,12,3
21076,-13,14,-16,0
21077,0,-195,27,1
21078,5,-24,-3,2
21079,10,-32,-23,3
21080,-1,-33,7,0
21081,0,-3,3,1
21082,5,0,20,2
21083,-1,3,12,3
21084,-25,-9,-4,0
21085,12,8,-20,1
21086,-18,191,8,2
21087,-13,3,12,3
21088,10,2,-16,0
21089,24,-15,-20,1
21090,5,11,8,2
21091,-1,-8,0,3
21092,10,-21,19,0
21093,24,-3,3,1
21094,17,0,-3,2
21095,22,-8,-11,3
21096,10,-9,7,0
21097,12,-3,3,1
21098,-6,0,-27,2
21099,22,-8,12,3
21100,22,14,-16,0
21101,192,-3,-8,1
21102,-6,-12,-3,2
21103,-1,-8,0,3
21104,10,2,19,0
21105,-11,8,-8,1
21106,17,-12,8,2
21107,-13,3,0,3
21108,-13,14,19,0
21109,-11,-3,27,1
21110,-6,-24,-3,2
21111,-25,-20,-11,3
21112,-13,26,-4,0
21113,-23,-3,-20,1
21114,-6,-24,8,2
21115,-13,-8,-11,3
21116,-37,2,19,0
21117,0,8,15,1
21118,5,-36,8,2
21119,-13,3,12,3
21120,-25,-9,-4,0
21121,12,-3,-20,1
21122,-6,191,-15,2
21123,34,3,0,3
21124,22,-21,-16,0
21125,192,-3,3,1
21126,-6,11,8,2
21127,22,-8,0,3
21128,10,2,7,0
21129,-11,8,-8,1
21130,5,11,-15,2
21131,22,-8,-11,3
21132,22,2,-16,0
21133,36,-3,27,1
21134,5,11,-3,2
21135,10,-8,0,3
21136,34,-9,-4,0
21137,12,8,-32,1
21138,-6,-180,-3,2
21139,10,3,-23,3
21140,-13,-165,-16,0
21141,12,8,15,1
21142,-6,0,-3,2
21143,10,-8,-11,3
21144,-1,-9,-16,0
21145,12,8,15,1
21146,-6,11,-15,2
21147,-13,3,0,3
21148,-25,2,-4,0
21149,-11,8,3,1
21150,5,0,-15,2
21151,10,3,12,3
21152,-1,2,-4,0
21153,-23,-3,-8,1
21154,-6,0,-3,2
21155,34,-8,0,3
21156,-1,2,7,0
21157,-35,-3,-32,1
21158,-6,-12,8,2
21159,10,-32,0,3
21160,-13,-9,-4,0
21161,192,-3,3,1
21162,173,0,-15,2
21163,-1,3,0,3
21164,22,26,-4,0
21165,12,8,-8,1
21166,-6,191,-3,2
21167,34,-20,12,3
21168,-1,-9,7,0
21169,12,20,-20,1
21170,-6,0,20,2
21171,10,3,12,3
21172,-1,-9,-4,0
21173,12,8,-8,1
21174,-6,191,20,2
21175,-25,3,-11,3
21176,-1,2,-4,0
21177,12,-3,-32,1
21178,-6,11,-15,2
21179,22,3,0,3
21180,-25,-21,-4,0
21181,0,-3,51,1
21182,5,-180,-3,2
21183,10,-20,-143,3
21184,58,26,-604,0
21185,12,-75,51,1
21186,-6,47,68,2
21187,46,-20,-191,3
21188,-1,158,-196,0
21189,-155,-15,-56,1
21190,17,-36,-63,2
21191,-13,-44,-47,3
21192,-37,-57,-88,0
21193,-23,20,3,1
21194,-42,0,-39,2
21195,10,3,0,3
21196,-13,-9,55,0
21197,36,8,-32,1
21198,5,0,68,2
21199,-37,3,36,3
21200,22,-33,-28,0
21201,24,-3,15,1
21202,-6,11,68,2
21203,34,27,-155,3
21204,-1,14,7,0
21205,-11,8,-20,1
21206,5,-12,-27,2
21207,-25,-20,0,3
21208,-1,14,-16,0
21209,0,8,-8,1
21210,-6,-12,8,2
21211,-13,-8,-11,3
21212,-1,14,19,0
21213,192,8,-8,1
21214,5,0,-15,2
21215,22,27,192,3
21216,-13,-21,-16,0
21217,-23,-3,3,1
21218,-6,-24,-15,2
21219,-37,-20,-11,3
21220,-13,-21,7,0
21221,12,-3,-20,1
21222,-6,-12,8,2
21223,-1,15,0,3
21224,10,2,-16,0
21225,0,8,3,1
21226,-6,11,-15,2
21227,-1,15,12,3
21228,22,-21,7,0
21229,24,-3,3,1
21230,-6,191,8,2
21231,34,27,-11,3
21232,-1,14,19,0
21233,24,-3,3,1
21234,-18,-12,8,2
21235,-1,3,-179,3
21236,22,-9,-4,0
21237,0,-15,3,1
21238,5,23,-3,2
21239,22,3,24,3
21240,-1,-9,-4,0
21241,0,176,-8,1
21242,-6,11,-3,2
21243,-1,3,0,3
21244,-1,2,7,0
21245,-23,8,-8,1
21246,-6,-12,-15,2
21247,-13,3,12,3
21248,-25,26,7,0
21249,12,-3,-20,1
21250,-6,0,-15,2
21251,-13,-20,12,3
21252,22,14,-4,0
21253,12,-3,3,1
21254,173,-24,-15,2
21255,-37,3,0,3
21256,-1,14,19,0
21257,-23,-3,15,1
21258,-6,-36,8,2
21259,-1,27,12,3
21260,22,2,19,0
21261,-23,-3,15,1
21262,5,-12,-3,2
21263,-37,15,0,3
21264,22,14,7,0
21265,0,-3,27,1
21266,17,0,-3,2
21267,-13,15,0,3
21268,-1,-9,-4,0
21269,12,-3,-8,1
21270,-18,-24,8,2
21271,-13,3,-23,3
21272,22,-9,19,0
21273,0,8,3,1
21274,5,-180,8,2
21275,-1,3,12,3
21276,-1,2,-4,0
21277,0,-3,3,1
21278,5,191,-15,2
21279,-1,15,-11,3
21280,10,-21,-4,0
21281,12,8,-20,1
21282,5,0,-15,2
21283,-1,-20,12,3
21284,-1,-21,7,0
21285,12,-3,3,1
21286,17,23,-3,2
21287,10,15,24,3
21288,-25,-9,-4,0
21289,0,-3,15,1
21290,-6,191,-3,2
21291,10,-44,12,3
21292,22,2,7,0
21293,-23,-3,3,1
21294,-18,11,-27,2
21295,-25,3,12,3
21296,10,14,-4,0
21297,-11,8,3,1
21298,5,0,-15,2
21299,-37,15,12,3
21300,-1,-9,7,0
21301,0,-3,15,1
21302,-6,11,-27,2
21303,-1,15,192,3
21304,10,14,-4,0
21305,-179,-3,-8,1
21306,5,-24,-15,2
21307,-1,-20,0,3
21308,10,-9,-4,0
21309,-11,8,-8,1
21310,5,-12,-3,2
21311,10,-20,-11,3
21312,22,26,-4,0
21313,0,8,-8,1
21314,17,-24,-15,2
21315,-1,-20,12,3
21316,-1,2,-4,0
21317,-11,8,-8,1
21318,-18,-12,-15,2
21319,10,-8,12,3
21320,-181,182,-148,0
21321,0,56,-56,1
21322,5,23,44,2
21323,-13,75,132,3
21324,-193,2,307,0
21325,120,80,15,1
21326,5,179,-87,2
21327,-49,-8,48,3
21328,-37,-57,-64,0
21329,-11,-39,-68,1
21330,-174,23,-123,2
21331,34,39,96,3
21332,-25,-21,55,0
21333,-11,20,3,1
21334,173,23,20,2
21335,10,3,0,3
21336,-1,2,-40,0
21337,0,176,-20,1
21338,-18,0,20,2
21339,22,3,-215,3
21340,-37,14,31,0
21341,-11,-3,-68,1
21342,29,-24,-39,2
21343,-1,3,12,3
21344,-1,-33,-16,0
21345,12,-3,-44,1
21346,-6,-12,20,2
21347,-25,3,-11,3
21348,-1,38,19,0
21349,-11,8,3,1
21350,5,11,8,2
21351,-1,-32,0,3
21352,10,14,-4,0
21353,-23,8,-8,1
21354,-6,-36,8,2
21355,-37,27,-11,3
21356,10,-9,-4,0
21357,-11,8,-20,1
21358,5,-12,-3,2
21359,-13,-20,0,3
21360,22,14,19,0
21361,-23,-3,-8,1
21362,-6,-24,-3,2
21363,10,15,-23,3
21364,10,-9,-4,0
21365,-23,-3,3,1
21366,-6,0,20,2
21367,-13,15,0,3
21368,22,-9,7,0
21369,24,-3,-8,1
21370,-6,11,-3,2
21371,-25,-20,0,3
21372,-1,-9,-16,0
21373,24,8,15,1
21374,5,23,-3,2
21375,-1,15,0,3
21376,10,-21,-16,0
21377,12,8,-20,1
21378,5,11,-3,2
21379,22,15,0,3
21380,-1,-33,-16,0
21381,0,-3,3,1
21382,5,0,-3,2
21383,-13,27,0,3
21384,-1,14,-16,0
21385,0,-3,-8,1
21386,-6,0,-15,2
21387,-1,3,0,3
21388,10,14,7,0
21389,0,-3,27,1
21390,5,0,-3,2
21391,-1,-20,12,3
21392,-13,-9,-16,0
21393,-11,-3,15,1
21394,-6,-12,8,2
21395,-1,3,12,3
21396,-25,2,-16,0
21397,0,-3,27,1
21398,-6,-36,8,2
21399,-13,3,0,3
21400,22,2,-16,0
21401,0,8,-8,1
21402,-6,-24,-15,2
21403,-13,-20,12,3
21404,-25,26,7,0
21405,0,-3,3,1
21406,5,-24,8,2
21407,-37,-20,0,3
21408,46,14,7,0
21409,0,-3,-32,1
21410,-6,-12,-3,2
21411,10,3,0,3
21412,22,26,-4,0
21413,-11,-15,-8,1
21414,5,0,8,2
21415,10,15,-11,3
21416,-13,-21,-4,0
21417,-11,-3,39,1
21418,5,191,8,2
21419,34,-8,0,3
21420,10,-9,-4,0
21421,0,-3,27,1
21422,5,0,-3,2
21423,22,-8,12,3
21424,10,-33,-4,0
21425,12,176,-8,1
21426,-198,11,-15,2
21427,22,-8,192,3
21428,-1,-9,7,0
21429,0,8,3,1
21430,5,191,-3,2
21431,10,-20,0,3
21432,10,2,31,0
21433,-11,8,15,1
21434,17,-12,-15,2
21435,10,3,-11,3
21436,-13,14,-4,0
21437,-179,8,-20,1
21438,-6,11,-3,2
21439,-13,15,12,3
21440,-13,-21,-4,0
21441,-11,8,3,1
21442,-6,-24,-15,2
21443,-1,-8,0,3
21444,-25,-9,-16,0
21445,12,8,-44,1
21446,5,-12,8,2
21447,-13,3,-11,3
21448,-1,14,-4,0
21449,-11,8,-8,1
21450,-6,11,-3,2
21451,10,3,12,3
21452,-25,2,-4,0
21453,192,8,15,1
21454,-6,-12,20,2
21455,-1,3,12,3
21456,-25,2,-16,0
21457,0,8,3,1
21458,-6,-36,8,2
21459,-1,3,-11,3
21460,10,-21,-4,0
21461,0,8,-8,1
21462,-6,11,20,2
21463,-1,15,12,3
21464,22,-9,-4,0
21465,24,-3,27,1
21466,-6,0,8,2
21467,34,3,-11,3
21468,34,-21,7,0
21469,12,-3,15,1
21470,-6,11,-3,2
21471,-13,3,12,3
21472,-1,-9,-28,0
21473,0,-3,15,1
21474,-198,-12,-3,2
21475,-1,3,-11,3
21476,-13,-9,-16,0
21477,12,8,-8,1
21478,-6,-180,8,2
21479,-25,-8,12,3
21480,22,2,7,0
21481,12,-3,-32,1
21482,-6,0,8,2
21483,10,3,24,3
21484,10,-9,19,0
21485,-179,8,15,1
21486,5,0,-15,2
21487,-13,-8,0,3
21488,10,14,7,0
21489,-11,8,27,1
21490,5,-12,32,2
21491,-13,-20,192,3
21492,-1,2,-28,0
21493,-11,-3,3,1
21494,-6,191,-15,2
21495,-37,-8,0,3
21496,-1,-21,7,0
21497,-23,-3,-8,1
21498,17,-24,-15,2
21499,10,3,12,3
21500,10,26,-16,0
21501,-11,-3,-8,1
21502,-6,11,8,2
21503,22,-8,12,3
21504,-1,-9,7,0
21505,0,-3,-20,1
21506,5,11,8,2
21507,-37,15,0,3
21508,-1,14,-4,0
21509,12,8,-20,1
21510,5,11,-15,2
21511,-1,-20,0,3
21512,-13,-21,-16,0
21513,0,-3,-8,1
21514,-6,-12,8,2
21515,-1,3,-35,3
21516,166,2,-16,0
21517,0,8,-8,1
21518,-18,-12,20,2
21519,22,-8,0,3
21520,-1,-21,-4,0
21521,12,-3,3,1
21522,173,11,32,2
21523,-1,-8,12,3
21524,-1,-33,-4,0
21525,-179,-3,3,1
21526,-6,191,8,2
21527,-1,27,0,3
21528,10,-9,-28,0
21529,0,-3,-8,1
21530,5,-12,-15,2
21531,10,3,12,3
21532,34,2,7,0
21533,-35,8,3,1
21534,5,11,-3,2
21535,-13,15,12,3
21536,-13,14,-4,0
21537,-11,8,15,1
21538,-6,0,20,2
21539,-37,3,-11,3
21540,-1,2,-4,0
21541,192,8,15,1
21542,5,-12,-15,2
21543,22,3,12,3
21544,10,26,-16,0
21545,12,-3,-20,1
21546,17,-12,8,2
21547,-1,-8,-11,3
21548,10,-9,-16,0
21549,12,-3,-20,1
21550,5,0,-15,2
21551,-37,-8,0,3
21552,-25,-21,-16,0
21553,-11,8,-20,1
21554,-18,0,-15,2
21555,-1,-8,0,3
21556,34,-21,-4,0
21557,0,8,3,1
21558,-6,0,-3,2
21559,-13,-8,12,3
21560,22,2,7,0
21561,-11,8,-32,1
21562,-6,23,-3,2
21563,10,27,12,3
21564,10,-21,7,0
21565,12,-3,-20,1
21566,-6,0,-3,2
21567,-1,-8,0,3
21568,22,-21,7,0
21569,12,-195,-8,1
21570,5,0,-3,2
21571,10,-8,0,3
21572,10,-21,-16,0
21573,0,-15,27,1
21574,5,-12,-15,2
21575,-1,15,-11,3
21576,-1,-9,7,0
21577,24,8,27,1
21578,-6,11,20,2
21579,-1,-20,-23,3
21580,10,2,-4,0
21581,12,8,15,1
21582,-6,-12,8,2
21583,-13,-20,0,3
21584,-13,2,7,0
21585,12,176,27,1
21586,5,-24,-15,2
21587,-1,-8,0,3
21588,-49,14,7,0
21589,-23,-15,-20,1
21590,-6,0,-3,2
21591,-25,-32,12,3
21592,10,206,-4,0
21593,12,8,39,1
21594,5,-36,-15,2
21595,-37,27,-23,3
21596,-169,26,-4,0
21597,-11,-3,-8,1
21598,-6,0,8,2
21599,-37,-20,12,3
21600,-13,-9,7,0
21601,0,8,3,1
21602,5,-180,8,2
21603,-1,3,-11,3
21604,10,-9,-4,0
21605,12,176,-20,1
21606,-6,0,-3,2
21607,22,3,0,3
21608,22,2,-4,0
21609,-11,8,15,1
21610,5,11,8,2
21611,34,15,0,3
21612,10,-9,-16,0
21613,0,-3,15,1
21614,-6,0,-3,2
21615,22,15,-11,3
21616,10,2,-4,0
21617,12,-3,27,1
21618,-6,11,-15,2
21619,10,15,-23,3
21620,22,-9,-4,0
21621,-11,-3,3,1
21622,5,-24,-15,2
21623,10,-32,0,3
21624,-1,14,-4,0
21625,0,-3,3,1
21626,5,0,-3,2
21627,-1,-20,12,3
21628,34,-21,-4,0
21629,-23,20,-8,1
21630,-198,0,8,2
21631,-1,-20,12,3
21632,-1,14,-4,0
21633,-11,-3,-8,1
21634,5,-12,8,2
21635,-1,15,-11,3
21636,-1,206,7,0
21637,192,8,3,1
21638,-6,-24,8,2
21639,22,-20,24,3
21640,-25,14,-4,0
21641,12,-3,-20,1
21642,-6,11,8,2
21643,-1,-8,12,3
21644,22,-9,-4,0
21645,12,-3,15,1
21646,5,0,-15,2
21647,-13,-8,12,3
21648,10,-9,-4,0
21649,0,-195,3,1
21650,-6,-36,-15,2
21651,-25,-20,12,3
21652,10,2,7,0
21653,12,8,-8,1
21654,5,0,8,2
21655,-13,-20,0,3
21656,-37,2,7,0
21657,12,-3,27,1
21658,5,0,8,2
21659,10,-8,0,3
21660,-25,-21,7,0
21661,12,8,3,1
21662,-18,11,-3,2
21663,-1,-20,-11,3
21664,-1,2,-4,0
21665,0,-3,-20,1
21666,5,0,-3,2
21667,-13,3,-11,3
21668,-1,-9,-4,0
21669,-11,-15,27,1
21670,-6,0,-3,2
21671,-13,3,0,3
21672,10,14,-4,0
21673,12,-3,-8,1
21674,17,0,-3,2
21675,10,-20,-11,3
21676,10,-9,19,0
21677,0,8,-8,1
21678,5,-12,20,2
21679,-37,-56,84,3
21680,22,182,-244,0
21681,60,56,111,1
21682,-6,59,-279,2
21683,58,15,96,3
21684,46,194,-172,0
21685,-95,-39,75,1
21686,29,167,92,2
21687,58,15,180,3
21688,82,-45,79,0
21689,180,8,255,1
21690,-6,-12,-99,2
21691,10,3,-71,3
21692,34,-33,-64,0
21693,192,20,-44,1
21694,173,23,104,2
21695,-13,-32,-59,3
21696,10,2,55,0
21697,-23,-3,27,1
21698,-18,11,-39,2
21699,-13,-8,-35,3
21700,-13,14,-4,0
21701,0,-15,-44,1
21702,5,-24,20,2
21703,-13,3,12,3
21704,10,-21,-4,0
21705,-23,8,3,1
21706,-6,-12,-15,2
21707,-13,-20,0,3
21708,-1,14,-4,0
21709,-23,-3,3,1
21710,5,0,8,2
21711,-25,15,-11,3
21712,10,-21,7,0
21713,12,8,-20,1
21714,-6,0,-3,2
21715,-25,-8,0,3
21716,-1,2,-4,0
21717,0,8,15,1
21718,-6,-12,-3,2
21719,-13,15,0,3
21720,10,2,-4,0
21721,-35,-3,3,1
21722,-6,-180,20,2
21723,-13,15,-11,3
21724,22,14,-16,0
21725,-11,-3,-8,1
21726,-6,-12,-15,2
21727,22,-8,-35,3
21728,-13,2,7,0
21729,-11,-15,51,1
21730,5,11,-15,2
21731,-1,3,0,3
21732,-181,-9,-16,0
21733,0,8,15,1
21734,5,0,-15,2
21735,-13,-8,-11,3
21736,10,-21,19,0
21737,0,-3,-8,1
21738,5,11,-3,2
21739,10,3,-11,3
21740,34,-9,-4,0
21741,-11,-3,-8,1
21742,-18,0,20,2
21743,10,-8,12,3
21744,-13,-9,-16,0
21745,-23,-3,-8,1
21746,-6,11,-3,2
21747,10,-20,0,3
21748,-25,2,-4,0
21749,-11,8,15,1
21750,5,-12,-3,2
21751,22,3,12,3
21752,22,14,-4,0
21753,0,-3,3,1
21754,5,11,-3,2
21755,10,3,-11,3
21756,-1,206,-4,0
21757,12,-3,-20,1
21758,-198,0,-27,2
21759,10,-8,-23,3
21760,-13,2,7,0
21761,0,8,-8,1
21762,-6,-12,-15,2
21763,10,-8,12,3
21764,-13,2,-4,0
21765,-11,-3,-20,1
21766,5,11,8,2
21767,10,-8,0,3
21768,-37,2,-4,0
21769,0,-3,15,1
21770,5,0,8,2
21771,-1,27,0,3
21772,10,14,-4,0
21773,12,-3,27,1
21774,-18,11,-3,2
21775,-25,-8,12,3
21776,10,2,-4,0
21777,-179,-3,-44,1
21778,-18,191,-15,2
21779,-1,-8,-23,3
21780,-1,-9,-4,0
21781,-11,8,-8,1
21782,-6,-12,-15,2
21783,-1,3,-179,3
21784,-1,2,31,0
21785,12,8,-44,1
21786,5,11,20,2
21787,10,3,-11,3
21788,-13,2,-4,0
21789,-11,-3,51,1
21790,-6,0,8,2
21791,-1,3,-11,3
21792,22,2,31,0
21793,-23,-3,3,1
21794,-6,0,-27,2
21795,10,3,0,3
21796,-13,-21,7,0
21797,12,-3,3,1
21798,-6,11,-15,2
21799,-37,15,192,3
21800,-13,2,-16,0
21801,0,-3,-32,1
21802,-30,0,-15,2
21803,-25,-8,0,3
21804,-13,14,-4,0
21805,0,8,-8,1
21806,5,0,-3,2
21807,-37,15,0,3
21808,-13,2,-4,0
21809,-11,8,15,1
21810,-6,-12,20,2
21811,-25,15,-11,3
21812,10,14,19,0
21813,0,8,15,1
21814,-6,0,8,2
21815,-13,15,-11,3
21816,-1,-9,7,0
21817,-11,-3,39,1
21818,5,11,-3,2
21819,10,-8,12,3
21820,-193,2,7,0
21821,-11,8,15,1
21822,-6,0,-15,2
21823,-1,3,0,3
21824,-13,-21,-16,0
21825,-35,8,-32,1
21826,-18,0,-15,2
21827,-25,15,0,3
21828,178,14,19,0
21829,12,8,39,1
21830,-6,0,20,2
21831,10,3,60,3
21832,-1,-177,-160,0
21833,24,20,3,1
21834,-42,95,-3,2
21835,46,-20,-107,3
21836,-37,-57,211,0
21837,-95,32,-104,1
21838,41,-48,116,2
21839,10,-44,-95,3
21840,34,-129,7,0
21841,0,20,-116,1
21842,-6,0,-75,2
21843,-13,15,-35,3
21844,22,62,-28,0
21845,-11,8,-68,1
21846,-6,11,92,2
21847,-37,-20,192,3
21848,-145,14,7,0
21849,12,-195,39,1
21850,-6,-36,-15,2
21851,-13,15,12,3
21852,46,2,19,0
21853,24,8,411,1
21854,5,0,80,2
21855,-1,-20,-35,3
21856,-25,-9,19,0
21857,-35,8,51,1
21858,-6,-12,-15,2
21859,10,-20,-83,3
21860,-13,26,-16,0
21861,0,-15,39,1
21862,5,-12,-15,2
21863,-13,3,192,3
21864,-193,-9,7,0
21865,12,-3,15,1
21866,-6,0,20,2
21867,-13,3,-11,3
21868,10,2,19,0
21869,0,-3,-32,1
21870,-6,-24,8,2
21871,-1,3,24,3
21872,22,2,-4,0
21873,-35,8,15,1
21874,5,11,-27,2
21875,22,-8,0,3
21876,-1,2,-16,0
21877,180,8,-8,1
21878,-6,0,8,2
21879,22,-8,-47,3
21880,10,-33,19,0
21881,12,8,3,1
21882,-6,23,-3,2
21883,10,3,24,3
21884,34,-21,-4,0
21885,12,8,-8,1
21886,5,11,20,2
21887,34,3,0,3
21888,10,-33,7,0
21889,12,-3,-20,1
21890,5,11,32,2
21891,22,-8,-11,3
21892,-13,38,-4,0
21893,12,-3,15,1
21894,-6,11,-15,2
21895,-1,-8,0,3
21896,-13,2,-4,0
21897,-23,-3,-8,1
21898,-6,191,-15,2
21899,-13,-8,192,3
21900,-13,2,-4,0
21901,12,-3,-20,1
21902,-6,-12,-3,2
21903,22,15,-11,3
21904,10,-9,-4,0
21905,12,-3,-8,1
21906,5,-24,-15,2
21907,34,3,0,3
21908,10,14,7,0
21909,0,8,-32,1
21910,-6,-36,-3,2
21911,10,-8,12,3
21912,22,-9,-16,0
21913,-11,8,15,1
21914,-6,-12,-3,2
21915,10,27,-179,3
21916,-25,-21,-4,0
21917,12,8,-8,1
21918,-6,11,20,2
21919,22,-8,12,3
21920,178,-9,-4,0
21921,12,-195,15,1
21922,5,-24,-3,2
21923,10,27,12,3
21924,-1,-9,-4,0
21925,12,-3,15,1
21926,-6,11,8,2
21927,10,-8,0,3
21928,-193,2,-16,0
21929,12,8,27,1
21930,-6,0,-3,2
21931,-1,15,12,3
21932,-1,2,7,0
21933,-179,-3,-8,1
21934,-198,-12,8,2
